user_id,item_id,rating
1097,32046,4
884,7075,4
2272,34536,2
2177,22052,4
511,26678,4
33,822,4
1392,33606,3
239,16083,5
1417,24255,3
2277,27168,2
2250,8956,3
1334,5397,1
1620,19135,4
399,34832,4
655,14457,3
2182,15831,4
2095,9478,3
870,31521,5
2058,19170,4
1380,14969,3
1295,4328,4
2019,20024,4
1637,928,5
1688,136,4
599,19588,3
2612,17276,3
1042,33185,3
2301,32513,5
441,32372,4
1304,7208,5
2704,14362,3
1485,4587,4
1995,31521,4
2706,32723,4
2650,13635,3
1632,10608,3
727,6691,3
1945,118,3
1521,31531,3
1266,27767,4
354,31007,5
1460,2506,4
1658,29722,4
1207,22355,3
2408,34601,4
1854,6364,4
2445,18643,4
1208,23924,5
338,20806,4
140,33972,4
2004,142,4
1189,24555,4
244,5306,4
1314,19431,4
2109,26956,4
530,32440,4
2312,31585,3
1645,15874,5
1762,27361,3
2262,5062,4
2509,32535,5
236,32719,2
2591,33605,4
1856,2277,5
2136,8385,4
1935,32072,4
516,9061,4
660,3111,3
2225,27550,5
1087,2315,3
2205,33402,1
1005,18997,5
610,33315,4
1152,1283,4
2262,2277,4
1662,4733,3
594,14703,5
1583,5806,4
1751,32765,3
1152,2369,3
1419,8655,2
2026,1412,4
1966,33057,3
1260,24029,5
2303,31856,5
565,47,5
1293,33827,3
2304,8497,5
2304,7595,4
1595,8278,3
792,32300,3
1315,6625,3
2136,2547,5
1195,21878,3
2315,10160,5
2640,22128,3
2227,31397,4
2217,5403,5
2415,30452,5
718,24637,5
2099,15601,4
1507,5174,4
205,34755,3
1557,5234,3
2529,33140,4
1298,32048,3
2491,31927,3
1593,21512,3
1896,32482,2
1967,14898,5
177,8702,2
2601,15201,4
450,30999,5
2503,9687,3
979,922,4
1058,8433,4
1295,32535,4
2285,23601,4
2471,197,3
2410,10250,4
1641,22765,3
254,19740,3
1950,30406,3
768,13017,3
953,3621,4
2644,32314,4
2274,18131,2
2310,27674,4
1783,16825,4
1583,34430,3
2087,3131,3
2497,558,4
997,16,5
601,3383,4
485,6276,3
2714,33366,2
772,29323,3
1851,31068,3
1195,14014,3
2124,31337,4
21,4816,3
155,14155,4
2267,3614,4
281,692,4
1296,32807,4
1018,32842,2
671,24520,4
1384,5729,4
893,13694,3
2689,1266,4
1966,705,5
722,4352,4
2635,5944,3
1147,5543,4
2221,13424,2
1534,11666,5
2247,8272,5
548,29232,1
1326,33476,4
1694,6910,2
823,167,5
1734,2329,5
1714,19467,2
1806,5062,3
503,6870,3
1561,32765,3
2648,31035,3
979,8549,4
1469,19777,4
131,8150,4
1747,32938,4
1094,25699,4
732,6436,4
1333,2894,3
1517,4999,5
734,29700,4
1510,174,5
1163,6077,3
1647,2715,4
499,28634,5
346,9995,4
2034,1106,4
2387,19467,2
1436,8581,4
1679,31068,4
1718,34101,3
908,32318,3
1646,384,4
2649,22253,4
2470,32507,4
621,26026,4
1652,1100,3
2201,7057,4
1032,24175,5
1989,33569,3
2157,23863,3
181,1043,4
2282,21454,3
1244,18610,4
886,28648,4
1224,34027,4
1854,31488,4
602,34207,4
708,18997,5
1208,4733,4
533,9074,5
331,28231,4
2689,30165,3
2612,715,5
2445,9691,4
1024,34182,3
811,29379,3
1312,8336,4
2659,2698,5
834,25989,3
473,27169,3
1153,15268,3
793,2467,4
2278,2867,3
2109,30337,3
69,32440,4
1550,140,5
975,25228,4
2087,16849,3
323,9478,5
1377,30536,3
374,5700,3
2583,7378,4
592,107,3
933,9474,4
544,14206,2
2307,18520,5
1646,3525,5
461,20477,4
1102,1753,4
1586,15621,5
2708,31805,3
1195,4202,3
1628,8927,5
954,14627,4
1755,23137,4
723,23947,3
757,33742,3
1024,32489,2
975,342,5
1429,2963,5
2568,25217,1
507,34145,3
1000,21352,4
811,31522,5
575,4203,3
2319,16551,4
2183,5934,4
1523,8801,3
2363,31768,4
870,18042,3
1960,32280,4
777,4665,4
1228,12294,4
2602,8472,3
2076,13880,1
2010,33315,4
2621,14528,4
1605,31962,3
2188,31840,4
2048,26956,4
1853,31996,5
1275,9241,3
1608,2406,3
801,8497,3
1429,14632,4
1897,17181,4
860,34713,4
709,8620,3
869,25679,4
2634,32357,3
2490,31031,4
1339,29325,4
2288,12293,4
827,16563,5
2367,255,2
2324,32444,2
1947,31616,1
2235,27942,4
1121,31778,5
2156,25272,4
1938,31881,4
2499,18064,3
975,4009,3
467,25163,5
1981,1788,4
2327,23381,4
1999,22052,4
2698,13526,4
811,25598,3
1517,2119,3
2308,28352,3
2311,32948,1
1125,29022,4
281,34479,3
16,13028,5
1327,12659,4
438,31947,2
2358,8,5
1090,140,4
2647,19932,3
638,25680,3
2445,16083,5
537,31856,3
2463,10635,5
419,16936,3
719,6562,3
2249,4075,5
1955,20435,2
459,13147,3
848,34009,5
1381,19225,5
719,32917,4
1460,171,3
1705,28745,4
2071,28668,3
1108,5012,5
618,26479,3
1606,16130,4
1120,32402,4
1935,15888,4
2386,23005,4
1169,32046,3
1389,8525,4
2516,249,4
263,24295,4
1462,18064,5
1893,3893,5
441,33951,4
2164,12603,3
565,15106,5
1226,31451,3
262,21027,3
2072,32966,3
2164,4079,5
2438,25653,4
277,6566,3
2449,13093,3
2303,32401,3
1536,26895,5
1632,25989,4
2258,18607,4
1579,5082,5
1943,31112,4
1298,28743,3
559,33512,4
2345,32545,3
2576,34055,4
2164,16835,3
1574,29959,5
694,3027,4
954,4821,3
1032,2452,5
2064,1324,5
365,24618,5
1342,33255,5
1187,14935,1
1411,928,4
2164,4569,4
1757,31768,3
1456,30664,2
1407,32578,2
2136,910,3
1682,28203,5
2157,416,4
338,15649,3
511,25699,2
1355,11474,4
2152,33430,4
756,32152,4
1688,32759,4
2201,12494,3
2215,3925,3
59,32463,5
2713,3191,3
1031,157,4
1206,18570,3
2094,32463,4
426,6816,5
2250,1390,3
811,7859,4
2406,22249,3
1859,16302,5
1087,11504,4
1897,9757,5
118,33973,4
1710,5400,5
801,8896,4
988,32016,3
1981,112,5
2115,4590,5
1966,3102,4
1585,18647,3
1966,21012,3
1087,33412,4
1646,32989,3
286,34280,4
1743,27252,4
2595,24519,4
1815,855,3
2328,22191,3
1766,33378,4
595,30584,4
1864,32922,5
273,33454,3
1369,59,5
1646,6402,3
1464,4204,3
939,34800,3
2136,31787,3
1328,5966,4
2036,32507,4
1315,27237,3
886,24941,3
2629,18844,4
1585,15203,4
1691,6275,3
1822,31543,4
1395,736,5
2176,18647,5
309,24147,1
311,3463,5
1467,27492,2
1666,25176,4
2123,11387,3
1995,7173,4
235,21352,3
2702,29612,4
2245,30970,4
840,8350,4
1327,31616,1
834,105,4
2654,26030,3
822,33833,4
2336,29730,3
884,4405,4
2498,14211,1
1636,33987,1
296,33454,4
2371,34215,4
884,14771,3
2260,14401,5
2180,2881,3
859,8532,5
29,30663,5
1986,30022,4
1244,26677,3
2434,1689,3
1401,382,5
1515,18736,2
2392,6819,5
1090,33366,3
1608,13389,3
852,34601,4
1348,33341,5
252,34073,3
2471,26910,4
655,33378,3
1557,3823,4
612,26997,5
1936,2999,4
709,2068,3
2638,31145,2
2136,32087,4
1848,1082,3
489,33522,2
450,32753,4
526,6703,1
2215,10093,3
1583,9150,5
2201,12511,3
1206,20380,3
1880,29060,4
1298,31375,4
1404,39,5
1468,20123,3
559,32059,4
883,3247,5
2539,33503,4
2062,54,5
2496,113,4
1292,32096,3
1135,112,5
435,21068,4
734,23381,1
430,8317,4
1851,24555,3
198,34456,2
2585,27332,5
2027,20633,5
1059,32839,4
1889,23498,4
2102,21685,3
1078,33405,3
2201,3351,3
768,7062,4
1227,2676,5
2698,16967,5
1102,14188,3
1413,6131,5
1050,3218,5
1565,2311,5
2657,5005,5
723,5403,4
1673,8656,5
1807,23457,3
1298,3873,4
65,14881,4
2476,4763,3
2708,3016,4
1102,15426,4
531,347,5
2293,12034,4
2445,2965,5
668,2624,5
2250,20861,3
2614,13525,2
270,8789,4
2109,30023,1
1988,33267,4
2161,8115,4
2017,31335,5
671,32995,4
1433,32402,4
2379,25164,3
179,3114,4
1783,5236,3
473,31680,5
2358,26314,5
858,21988,1
2629,14775,3
1899,57,3
1401,22862,3
1473,3454,3
2404,18,4
462,30305,3
1193,2145,4
716,33668,5
1604,6367,4
548,124,5
2277,5971,3
442,5230,5
2372,15063,3
1945,19170,3
1009,3133,5
1928,33396,4
495,27231,4
426,4496,4
442,14472,4
811,28745,4
1752,12110,5
1456,28400,3
1073,32990,3
1193,31720,3
914,29379,4
54,20048,4
996,34211,3
1474,31586,1
2440,8763,5
338,11591,4
1217,6342,5
507,14403,3
1752,6957,3
2688,24511,4
537,1450,3
2611,6910,2
1984,34408,3
656,20238,3
1423,15585,5
2008,4186,4
972,12085,3
2078,31778,2
2418,25554,3
2145,25146,2
2201,52,4
507,15353,4
1163,26495,3
212,34207,2
1294,14043,4
585,11436,3
2566,18376,5
2035,26368,4
2279,33105,2
65,9249,3
2008,23374,5
979,31612,4
1193,7871,4
1383,33781,1
573,22173,2
1086,788,4
1395,1259,4
1553,23319,3
1523,2858,3
1411,11879,4
828,60,4
2183,21006,5
834,860,4
1564,1010,3
217,10920,5
1588,5295,1
2443,18046,4
1690,22685,4
754,4504,5
2275,26759,5
2136,31960,4
1069,33315,3
2070,14155,3
1724,9300,3
1241,31407,4
2046,13142,3
1634,762,3
1739,5591,4
263,32185,1
2159,2113,3
1284,30916,3
660,5043,3
820,32749,3
870,33133,4
754,29734,4
2283,16599,4
1863,31537,1
2037,14421,3
1850,34472,3
972,4115,5
2078,2668,4
2188,2879,4
1407,9203,5
1227,17498,4
1632,32294,2
975,8260,5
2664,17228,3
1966,4273,4
2327,24656,3
2205,33049,3
667,5863,4
1703,8764,4
2583,8642,4
2157,5524,5
678,33622,2
2682,132,4
519,1326,5
661,27170,4
1453,34456,1
606,14115,5
863,33934,4
2614,1280,4
2440,33786,3
1914,33951,4
1559,21372,2
244,32714,4
450,148,5
856,28743,4
2563,25653,3
1391,3651,5
2234,22880,5
1490,12185,5
2329,8473,4
1639,6786,4
566,20245,4
738,34868,3
568,6984,3
47,58,4
1883,5246,4
19,33934,4
507,12944,4
1007,34109,4
1334,15227,4
341,2907,3
2161,46,5
1499,19140,5
595,4122,5
1688,13715,3
2108,3468,3
1688,980,4
605,13264,3
1706,3777,4
1995,7535,4
1483,11392,4
1710,8798,2
526,29600,3
1995,27252,4
1340,4166,4
1078,29144,4
1668,24512,4
2344,3328,4
1853,32987,3
769,8365,4
2247,7868,3
2146,28745,4
2626,3670,5
2494,18719,3
2338,29727,4
1550,16,5
592,33770,5
2475,10925,4
1549,8927,1
2158,259,4
1829,8456,4
453,31335,5
2064,2829,5
2267,10094,3
1499,17970,4
227,6053,4
2613,33447,4
2543,32336,5
499,19385,5
1751,32232,4
1612,10920,4
1421,8549,5
2259,7505,5
723,6264,4
2399,24405,5
1105,33969,2
2151,9870,4
823,10371,5
1088,4079,4
723,25563,3
2607,30939,5
1170,201,3
1351,3380,5
988,1350,4
2485,8754,5
1208,2581,4
1886,20222,4
1042,34733,1
535,27473,4
2634,32759,3
1570,7154,2
2358,9474,3
768,10907,1
2461,34204,3
601,2647,3
2077,28625,4
544,8322,3
2421,17799,3
2342,1063,4
1407,34584,4
1032,6926,3
715,25595,4
342,32965,4
2099,5061,2
513,31578,3
2434,31339,3
420,15641,3
1680,5543,4
2400,129,3
2093,15135,4
1641,34053,4
893,6347,4
714,33366,2
1995,2047,4
778,33511,4
838,3055,3
1630,31326,3
1627,28755,3
2019,2547,4
1333,27512,4
2223,18405,4
2048,500,5
1211,19431,4
13,662,4
1483,32615,5
2338,23437,3
1274,1435,3
1109,12471,1
1078,6115,3
1471,32805,5
2183,14515,5
1773,31814,4
489,2934,5
1595,21834,3
2076,2511,5
2102,14115,4
1088,26677,2
2145,1095,5
2581,27813,2
1433,31335,5
453,2277,5
2282,14022,5
2674,5005,4
1049,3873,4
1630,27446,4
1390,32357,4
2279,33835,4
2674,29409,5
927,2879,5
1093,17601,5
660,77,4
1801,32401,2
2156,28352,4
1456,33167,3
1748,43,5
1368,10506,4
1310,8321,4
481,32047,4
1492,18946,4
1646,28128,5
594,699,5
985,139,3
29,8884,4
1595,29652,2
1294,15527,4
1332,1628,4
1680,7160,4
1850,29750,5
2108,3324,5
1763,1212,3
908,31814,4
469,29663,4
1055,33133,2
2254,16588,2
2221,18002,4
1155,32465,4
1549,34580,3
2283,22579,4
1507,8631,4
2372,13119,5
991,2785,4
2470,15450,4
1024,6695,4
1698,764,3
1590,793,3
1801,384,5
1115,29362,2
1668,32339,3
1441,21319,5
2502,13526,5
2087,16127,3
470,9209,5
2107,31814,5
1401,11040,4
618,32456,3
442,10692,5
633,27453,4
1666,2311,3
1666,3439,4
2621,4369,5
1577,32653,5
1758,32545,1
1920,31886,3
1688,2336,3
2020,14014,1
1483,11454,5
1926,33569,4
1889,30349,2
2635,7758,3
671,2829,5
1726,29539,5
2093,31794,4
1632,20635,4
2564,7977,4
2436,30322,4
1830,5276,4
1831,19780,4
1393,33046,5
1519,16937,2
2043,8258,4
2584,4115,5
2706,23605,5
153,31142,5
1295,5310,4
2648,5092,4
525,31768,4
311,28470,5
1561,3379,4
2095,26442,3
1192,3366,4
450,2814,4
2489,34420,3
1984,5291,3
1228,1392,5
1284,11803,5
1028,61,5
908,14136,3
1796,5877,4
1723,1158,5
1033,24027,3
500,2572,5
1236,9226,1
1299,32097,1
495,5707,4
2500,26707,5
1603,34210,3
698,32057,4
1289,34536,3
886,9560,3
2560,25595,4
2556,33139,2
1489,32832,2
2304,943,4
1632,8479,3
272,32112,5
1133,16428,3
1033,33108,3
886,2284,3
2045,34343,3
137,24679,3
2079,34420,4
461,15670,5
1181,24504,4
1534,2567,4
1468,2822,3
2221,17146,3
2568,32,4
728,24346,5
2564,31837,5
1340,15304,4
1369,393,3
2221,5585,4
656,2447,4
1102,4027,4
2268,9400,3
1641,23376,2
1169,20952,2
967,2796,4
1743,13429,5
1635,16984,4
263,20882,5
2109,10,3
1836,20144,5
1561,3638,4
528,23762,3
345,27141,4
1564,4091,4
860,32135,3
1217,8695,3
2064,8486,4
934,32969,5
1138,23766,4
1097,27141,3
66,24663,1
521,27532,3
890,34601,3
200,43,3
2189,32465,1
565,6736,5
473,20054,4
2484,3309,3
2560,9960,5
1419,14198,4
1268,3799,3
2507,123,4
539,31482,3
1911,34742,4
2320,22316,3
551,33295,5
1215,34084,3
1474,31745,2
1046,3726,4
1668,30143,4
1686,7111,4
608,33547,4
277,19285,4
1095,33567,2
2393,17298,5
1736,14283,2
2215,7172,5
1713,34261,3
1664,24517,5
354,4603,3
1391,34536,4
1904,7050,4
1485,8634,3
436,26024,5
1144,23790,4
1376,29022,4
1062,2547,3
1536,32729,5
437,113,4
929,12297,5
1366,15304,4
2107,31708,2
2169,13715,4
2119,1990,4
1052,2595,4
1295,7194,3
507,2319,4
2163,1249,3
208,32460,4
466,13420,4
365,34580,5
768,8272,4
1144,3085,4
1058,32693,3
2548,3756,5
1836,19535,5
2256,24765,4
2136,2047,4
1880,25710,3
2588,6639,4
1474,9282,3
1489,31110,5
1553,26820,4
2136,19780,4
786,206,5
660,15215,4
1313,2924,4
1296,6630,4
644,34456,1
341,1392,4
2235,8593,4
2706,30608,4
1972,9474,3
2238,10451,5
2438,20002,3
1334,33252,4
838,1379,4
1028,8532,4
550,33951,4
768,3976,4
1709,32578,3
1459,5684,5
2101,15644,3
263,13043,3
1413,29,3
740,34601,2
1542,31585,4
2613,11589,5
1641,17885,4
2168,20048,2
522,31745,3
1478,16947,3
852,33773,3
133,32705,1
2710,27936,4
1661,11130,3
2095,5067,4
1333,8903,3
544,8789,2
1380,28673,5
1824,12359,3
1854,33147,4
1430,31132,4
2490,15831,4
1862,33739,2
1963,20481,3
1983,32673,4
2410,22737,3
460,13124,4
1636,18406,4
1688,25163,4
250,33140,4
1854,28446,4
2328,32987,4
1393,8471,5
2418,4,5
2150,32341,4
1966,12673,5
2218,32696,4
2422,29599,4
54,32741,5
645,28098,4
1585,180,5
1888,19865,3
2064,32847,3
1789,29750,5
1333,9289,4
1460,13660,4
1575,3131,3
1357,10335,3
2647,4621,5
2149,31450,5
1782,31785,3
1416,30196,5
1047,1,5
1340,13709,3
1761,34438,4
860,33928,4
184,18647,5
1751,16785,4
628,18610,5
2499,32534,3
2265,32759,2
1407,30019,3
2118,25699,3
1966,8673,3
678,9005,4
1190,3905,5
2649,30816,5
1800,29728,3
2634,15607,3
2034,25712,2
2632,20278,4
1800,26368,5
1034,33994,3
1590,32280,3
2431,4523,4
1947,2547,5
1981,2099,3
148,33106,5
47,34589,4
40,173,5
2243,1379,5
717,32896,4
123,8736,5
1579,11219,3
1086,2654,4
599,8178,5
2136,7144,3
503,1869,3
740,11775,3
842,20215,3
1274,33391,4
651,10206,5
1766,31933,3
2199,9878,4
2021,33438,3
537,33524,3
2588,8693,5
1132,32997,4
2313,27169,2
1460,23375,3
2155,32440,3
2128,7655,4
839,8604,4
135,15355,3
2074,28925,4
1804,29959,5
1505,8336,4
1515,31751,4
1274,21193,4
991,20891,3
1227,28439,3
2215,10647,5
2173,8470,4
1052,25165,3
346,364,2
772,31592,5
2255,34305,5
706,32256,4
1766,34583,4
2480,30198,3
2554,2007,4
1217,32886,1
2470,33049,4
1242,24488,4
1743,31778,2
1409,3739,3
1206,17572,3
690,31715,3
706,17,5
1123,34633,4
1457,13804,4
1225,31103,3
8,3905,3
1802,28381,2
1275,28,5
686,27009,3
1581,33457,4
2327,31904,4
2277,31543,3
489,3697,4
1709,54,4
1033,25474,4
681,33105,3
1974,28155,3
759,9474,4
21,8375,3
1413,9534,4
1851,17269,4
1881,22183,4
1535,706,5
2018,33625,4
1984,27281,2
2164,3,5
2434,31887,5
1312,29341,4
1391,28050,5
2036,26200,4
2328,23463,3
2548,8642,4
171,34201,2
1311,33856,5
1445,20694,5
1962,32926,5
2347,32259,1
1231,28527,4
2159,11767,2
2608,21006,1
1263,31339,4
1815,2341,2
2612,21933,3
1316,1405,3
1068,33341,5
2087,27767,5
2167,3797,4
1983,22316,4
1109,3166,3
2281,33606,5
1390,31531,3
734,6750,3
2469,32129,1
1142,5699,5
2095,33799,3
668,34397,4
1541,968,4
1924,33125,3
1829,31908,3
1246,7028,5
600,33997,5
2302,8896,4
1964,28743,1
1665,32535,4
1064,32440,3
1956,16215,4
2303,2589,4
1395,5689,3
1418,27166,4
485,29817,4
399,30598,3
1206,9478,3
2310,31450,4
745,33313,3
2395,28128,2
908,8282,2
1775,32518,3
2290,32557,1
1268,16075,1
1800,29270,5
716,11775,4
1263,22511,5
798,24487,5
1018,29019,2
827,20952,5
2142,8641,4
1123,11530,5
2676,32760,3
2368,31515,2
708,19135,3
1947,20481,2
1276,4701,4
1055,7786,3
1401,31036,2
752,448,3
1034,1481,3
1036,32410,1
209,5856,3
2688,31792,3
2240,16083,5
954,8154,4
1360,4528,3
1854,15764,4
2684,6222,3
2689,34559,4
1726,33503,5
644,31145,3
1190,20481,1
550,33152,5
760,8470,4
2128,71,4
433,31145,3
2120,24080,4
2304,7268,4
1641,26159,5
1007,3956,5
503,31687,3
2549,10270,3
884,49,3
801,1147,3
1413,2966,4
502,7992,5
1986,7580,3
2581,23006,3
1015,14735,4
2558,12325,4
470,6,4
17,4188,5
2048,32535,5
148,9507,4
1595,33153,3
2475,32299,3
2643,8181,2
2203,32445,3
1274,10168,3
608,30953,4
1087,8774,4
2713,31124,3
373,8473,4
2679,5062,4
2172,12782,4
1862,437,3
1513,33773,4
118,25906,3
1913,18764,3
2601,144,5
1911,855,3
2073,16948,3
430,31777,4
2429,31778,3
1721,19835,5
2269,12960,4
277,3981,4
893,15627,4
2026,31969,5
1283,360,4
1325,27674,4
782,33721,5
622,32056,4
1301,8569,3
72,769,5
610,8312,4
266,34513,4
1935,50,3
198,33524,4
2164,29680,3
1785,33951,3
755,3133,4
1697,4601,4
1881,7351,2
2607,25653,4
2096,397,3
686,31482,2
886,31031,4
748,7767,3
1935,31708,2
1719,31069,4
2614,12055,4
2160,14462,5
1464,30171,3
2706,15629,5
277,2618,4
2607,31933,4
2462,33592,5
1087,20562,3
2144,28400,3
2456,33124,4
1124,77,4
798,20290,4
1564,4224,4
2391,28098,4
1055,33267,4
158,3061,4
2475,32280,5
2158,25724,3
96,14021,2
2641,28247,3
1981,3944,3
1592,17498,4
1704,32070,4
2322,8868,5
63,34198,3
123,16532,5
2557,25474,2
1568,4,5
428,23087,3
2489,32021,5
1851,14518,4
1717,2879,5
939,22643,2
2027,12889,5
1686,2270,5
1505,130,5
1413,25186,4
2211,6896,3
2221,19537,2
1328,34142,4
2025,2569,4
2533,32673,3
1595,10136,3
1744,19429,3
2447,23003,2
1639,19341,2
2226,4165,3
935,11221,4
2427,62,5
429,5571,4
979,10248,5
935,32464,2
2563,25163,5
1305,3027,4
614,14329,3
1199,16442,3
2151,10931,4
2255,32456,4
1595,27904,4
1828,15882,3
1568,21834,4
1990,33552,3
1636,5739,3
838,20125,4
727,5449,5
1865,31127,3
181,95,4
1459,32112,5
972,131,4
1479,12299,5
2270,24655,5
2168,29341,2
1506,5536,5
737,2211,5
750,17449,3
1091,118,5
1492,21105,4
618,32938,1
1997,33385,4
2407,31047,4
1641,19699,3
1911,2624,3
986,2737,4
2328,19027,4
1632,24610,4
1608,18652,4
1877,26495,3
1456,8263,3
2294,9474,4
721,8648,3
2164,3356,5
790,4825,3
2319,16966,4
1698,9197,5
1533,3218,5
1021,32401,3
1804,32885,3
2120,136,5
1917,31597,4
1554,27231,5
2048,27632,4
528,161,3
1075,2698,4
1107,38,4
2506,31581,5
1055,32056,2
1413,13016,3
1789,3104,3
2498,23437,4
1173,32961,5
719,5533,4
2180,5771,3
2072,2293,3
1897,9421,3
1163,26669,4
979,1379,5
1858,32740,4
1955,4187,3
2433,24403,2
2581,17818,4
437,20746,3
2194,8675,3
1527,2950,5
1922,32674,4
377,31337,4
118,6131,5
1322,20191,5
765,9069,4
1356,29539,4
1163,19170,3
2036,25722,3
2253,31053,3
2589,32861,5
2704,31604,4
1697,34633,3
411,16967,4
858,5501,5
979,145,5
1514,180,4
2182,32253,3
1288,1762,2
1963,15154,3
227,21575,4
11,32765,4
1108,33739,4
1537,25643,4
1360,32096,2
2070,16967,4
1206,27765,4
651,222,5
277,31217,2
1505,153,5
1600,960,5
1722,3159,5
1763,33176,3
76,32582,4
362,1384,3
2509,6875,4
2310,13707,4
1449,13446,5
458,31581,4
1052,33377,3
1103,7240,5
1865,31747,1
933,209,5
2041,20694,2
636,31887,4
1905,16967,4
1584,12257,5
2648,17808,1
2369,28072,3
1185,26685,5
1169,18023,5
1147,3839,4
1018,3633,2
1087,32921,3
456,14370,4
148,16307,5
2151,31467,4
2648,8395,3
21,23937,3
499,31011,3
1539,8009,3
2516,27419,4
9,14022,4
1635,29851,3
1263,6574,4
811,33770,3
2506,21361,3
282,28395,4
1595,28856,3
1894,29982,3
2308,14115,4
2489,11730,3
418,2045,4
40,27105,3
1009,27674,3
1570,3313,4
2644,33994,5
2485,641,4
2405,29612,4
594,20175,1
198,6736,4
1268,32112,4
2625,31011,3
1932,3695,4
1026,459,3
1099,32099,3
122,32969,3
1137,32578,4
2445,32052,5
1275,34450,5
678,31933,3
1359,4466,5
979,1539,3
2361,119,5
1663,21194,1
1824,31769,3
2307,31638,4
2337,31708,2
1718,3583,4
2655,29173,5
1993,32187,3
2691,19334,5
2258,33833,4
2561,4813,4
72,10409,4
1325,21194,5
2500,28839,3
1391,3697,4
277,31769,4
876,6731,3
2570,688,3
1579,2415,3
727,6439,4
49,7783,5
1483,31337,5
2146,100,4
1615,10916,4
1691,13526,5
2211,2956,4
2019,108,5
2634,3971,3
1417,15134,3
1585,9478,5
1421,2590,4
2399,104,4
2360,33569,4
1090,1368,3
748,8626,4
311,6023,1
363,4115,4
1014,31012,3
2698,24141,4
650,34077,5
2151,26887,4
2469,155,5
1445,1442,5
858,10129,4
1101,4997,4
1391,32471,3
2254,23374,4
655,31483,3
1449,9938,4
191,2719,5
1464,31977,3
2319,21988,3
2227,33488,4
971,31479,5
111,9406,5
1587,7834,2
1087,1723,4
526,199,5
841,33933,4
2325,19135,3
1500,25684,4
2496,8510,5
2303,8955,5
156,33394,4
1586,32729,4
1637,21259,3
2513,3777,5
1356,16967,5
1526,31687,4
1831,22644,4
660,25724,3
2164,8121,4
350,29993,3
1626,8498,5
878,50,3
2043,15972,5
2116,31326,3
2156,33624,5
243,34330,2
1318,29935,5
2585,16849,4
1700,29662,4
2087,30994,4
1190,7783,5
2647,32267,4
2456,31574,4
526,33662,2
2183,27867,4
1101,33147,3
1880,29605,5
1373,31996,4
986,21209,4
1505,8955,5
337,22253,4
1891,34584,3
1370,32926,4
1228,747,4
592,25377,4
1912,107,4
1824,14700,3
1513,5737,5
1771,7727,5
2622,8999,5
1796,5807,4
1088,28612,4
